year,circuit,stay_out_driver,pitting_car,pit_lap,stay_out_laps,gap_ahead,tire_age,ca_tire_age,tire_age_delta,compound,own_pace,threat_pace,pace_delta,deg_delta,ca_deg_delta,closing_rate,pit_loss,pit_loss_fraction,race_progress,overcut_success
2022,Bahrain Grand Prix,PER,SAI,14,1,2.843,16.0,16.0,0.0,SOFT,99.23750000000001,99.358,-0.12049999999999272,-0.11279999999999625,0.12670000000000348,0.17409999999999945,25.145,0.2533820380400554,0.22807017543859648,0
2022,Bahrain Grand Prix,ALO,LAT,14,11,0.734,2.0,13.0,-11.0,MEDIUM,99.80000000000001,102.398,-2.5979999999999848,0.27024324324324256,0.19579999999999528,-0.07720000000000038,25.145,0.2519539078156312,0.22807017543859648,1
2022,Bahrain Grand Prix,HUL,LAT,32,5,3.018,12.0,17.0,-5.0,SOFT,99.5365,100.5435,-1.0069999999999908,-0.15319999999999329,0.007800000000003138,0.7136000000000042,25.145,0.2526208978615884,0.543859649122807,0
2022,Bahrain Grand Prix,TSU,RUS,15,14,16.948,14.0,17.0,-3.0,SOFT,100.581,99.692,0.88900000000001,-0.03820000000000997,-0.013700000000002256,3.604799999999993,25.145,0.24999751444109722,0.24561403508771928,0
2022,Bahrain Grand Prix,MAG,RUS,33,1,10.781,21.0,18.0,3.0,SOFT,98.345,97.5875,0.7574999999999932,0.11150000000000122,0.04159999999999551,0.7395000000000034,25.145,0.25568152931008187,0.5614035087719298,0
2022,Bahrain Grand Prix,ZHO,BOT,14,1,3.773,13.0,16.0,-3.0,SOFT,100.61600000000001,100.4125,0.20350000000001955,-0.2404000000000013,0.10649999999999736,0.3435000000000001,25.145,0.2499105510058042,0.22807017543859648,0
2022,Bahrain Grand Prix,ZHO,BOT,36,1,3.371,20.0,21.0,-1.0,MEDIUM,97.81899999999999,97.67850000000001,0.14049999999997453,-0.01809999999999732,-0.09149999999999622,0.09360000000000046,25.145,0.25705640008587294,0.6140350877192983,0
2022,Emilia Romagna Grand Prix,LEC,VER,19,30,7.621,18.0,18.0,0.0,INTERMEDIATE,91.0915,91.099,-0.00750000000000739,-0.0993000000000009,-0.1488000000000021,0.6517000000000012,31.033,0.34067942673026574,0.2857142857142857,0
2022,Emilia Romagna Grand Prix,LEC,PER,18,1,1.375,17.0,17.0,0.0,INTERMEDIATE,91.168,91.32750000000001,-0.1595000000000084,0.163200000000004,0.15600000000000666,-0.20239999999999939,31.033,0.3403935591435591,0.2698412698412698,0
2022,Emilia Romagna Grand Prix,TSU,VET,17,1,3.917,16.0,16.0,0.0,INTERMEDIATE,94.649,94.69149999999999,-0.04249999999998977,0.5338000000000003,0.6267999999999995,-0.09200000000000025,31.033,0.3278745681412376,0.25396825396825395,0
2022,Emilia Romagna Grand Prix,LAT,ALB,17,1,1.704,16.0,16.0,0.0,INTERMEDIATE,94.67500000000001,94.562,0.11300000000001376,0.2902000000000024,0.05769999999999922,0.11130000000000004,31.033,0.3277845260100343,0.25396825396825395,0
2022,Emilia Romagna Grand Prix,MSC,ZHO,18,34,1.017,17.0,17.0,0.0,INTERMEDIATE,94.38650000000001,94.3955,-0.00899999999998613,-0.27989999999998805,0.01500000000000808,-0.7214999999999987,31.033,0.3287864260249082,0.2698412698412698,0
2022,Miami Grand Prix,SAI,VER,26,1,9.74,25.0,25.0,0.0,MEDIUM,92.408,91.87950000000001,0.528499999999994,-0.05839999999999776,-0.045799999999999064,2.108000000000004,19.5,0.2110206908492771,0.43859649122807015,0
2022,Miami Grand Prix,NOR,GAS,16,2,5.576,15.0,15.0,0.0,MEDIUM,94.949,94.6965,0.2524999999999977,-0.23100000000000248,-0.13650000000000714,1.4305000000000025,19.5,0.2053734109890573,0.2631578947368421,0
2022,Miami Grand Prix,NOR,ALO,15,3,4.409,14.0,14.0,0.0,MEDIUM,95.173,94.789,0.38400000000000034,-0.21110000000000456,-0.16220000000000095,0.48189999999999955,19.5,0.2048900423439421,0.24561403508771928,0
2022,Miami Grand Prix,SAI,LEC,24,3,4.112,23.0,23.0,0.0,MEDIUM,92.474,92.256,0.21800000000000352,-0.096314285714282,-0.18568571428571073,0.171,19.5,0.21087008240153987,0.40350877192982454,0
2022,Miami Grand Prix,RIC,MAG,12,18,3.751,11.0,11.0,0.0,MEDIUM,95.8265,95.37299999999999,0.45350000000000534,-0.22169999999999326,-0.19599999999999657,1.135400000000002,19.5,0.20349277078887365,0.19298245614035087,0
2022,Miami Grand Prix,RIC,TSU,11,19,0.358,10.0,10.0,0.0,MEDIUM,96.166,96.4825,-0.3165000000000049,-0.4523000000000064,-0.35340000000001004,-0.09369999999999987,19.5,0.20277436931971798,0.17543859649122806,1
2022,Miami Grand Prix,RIC,MSC,14,16,3.101,13.0,13.0,0.0,MEDIUM,95.5215,95.2875,0.23400000000000887,-0.10050000000000744,-0.19730000000000147,0.7497000000000028,19.5,0.20414252288751747,0.22807017543859648,0
2022,Spanish Grand Prix,PER,VER,13,4,1.043,15.0,15.0,0.0,SOFT,88.97900000000001,88.562,0.4170000000000158,0.26428571428571596,0.18454285714286867,-1.2639999999999914,22.39,0.2516324076467481,0.18181818181818182,0
2022,Spanish Grand Prix,PER,VER,28,9,1.249,10.0,14.0,-4.0,MEDIUM,86.91,87.178,-0.2680000000000007,0.13099999999999096,-0.16119999999999915,-0.7795999999999975,22.39,0.257622828213094,0.4090909090909091,0
2022,Spanish Grand Prix,PER,VER,44,9,16.311,6.0,18.0,-12.0,MEDIUM,84.37700000000001,84.54050000000001,-0.1634999999999991,0.02700000000000962,0.0331999999999977,-0.262199999999999,22.39,0.2653566730270097,0.6515151515151515,0
2022,Spanish Grand Prix,RUS,PER,17,19,14.91,3.0,19.0,-16.0,MEDIUM,86.91,88.37899999999999,-1.468999999999994,0.11387898089171844,-0.13690000000000552,1.7323000000000002,22.39,0.257622828213094,0.24242424242424243,0
2022,Spanish Grand Prix,VER,PER,37,7,7.41,11.0,19.0,-8.0,SOFT,84.79599999999999,86.18700000000001,-1.3910000000000196,0.20840000000000225,-0.042100000000001754,1.5744999999999871,22.39,0.26404547384310584,0.5454545454545454,0
2022,Spanish Grand Prix,VER,RUS,13,15,1.086,15.0,15.0,0.0,SOFT,88.562,88.85300000000001,-0.291000000000011,0.18454285714286867,0.0008285714285799145,0.1034999999999996,22.39,0.25281723538312145,0.18181818181818182,0
2022,Spanish Grand Prix,VER,RUS,36,8,4.127,10.0,22.0,-12.0,SOFT,84.6105,87.206,-2.5955000000000013,-0.018500000000006317,-0.30330000000000074,-2.7869999999999995,22.39,0.26462436695209224,0.5303030303030303,1
2022,Spanish Grand Prix,GAS,SAI,10,19,1.431,9.0,12.0,-3.0,SOFT,89.981,88.9735,1.0074999999999932,0.222428571428572,0.5296428571428554,-1.2869999999999988,22.39,0.24883030862070885,0.13636363636363635,0
2022,Spanish Grand Prix,OCO,SAI,31,4,5.638,17.0,20.0,-3.0,MEDIUM,87.944,86.9765,0.9675000000000011,-0.028599999999990276,0.04910000000000441,0.8802999999999971,22.39,0.2545938324388247,0.45454545454545453,0
2022,Spanish Grand Prix,HAM,SAI,45,3,8.362,22.0,13.0,9.0,MEDIUM,84.804,85.3895,-0.5854999999999961,-0.020300000000001244,0.05779999999999534,-0.3275000000000012,22.39,0.2640205650676855,0.6666666666666666,0
2022,Spanish Grand Prix,STR,HAM,22,5,2.229,10.0,22.0,-12.0,SOFT,88.03399999999999,89.16499999999999,-1.1310000000000002,0.2363999999999912,0.08459999999999297,-1.2333999999999965,22.39,0.2543335529454529,0.3181818181818182,0
2022,Spanish Grand Prix,OCO,HAM,48,4,13.695,15.0,25.0,-10.0,SOFT,85.4365,84.725,0.7115000000000009,0.25040000000000495,-0.11679999999999441,0.6689999999999977,22.39,0.26206597882637983,0.7121212121212122,0
2022,Spanish Grand Prix,VET,BOT,14,7,19.685,16.0,16.0,0.0,SOFT,89.89000000000001,88.619,1.271000000000015,-0.35109999999999875,-0.1451999999999992,4.896000000000018,22.39,0.24908221159194568,0.19696969696969696,0
2022,Spanish Grand Prix,OCO,BOT,34,1,18.424,20.0,19.0,1.0,MEDIUM,87.8775,87.0855,0.7920000000000016,-0.06850000000000232,0.07349999999999614,5.928399999999979,22.39,0.2547864925606669,0.5,0
2022,Spanish Grand Prix,VET,OCO,13,8,14.459,15.0,12.0,3.0,SOFT,89.93100000000001,89.036,0.8950000000000102,-0.13159999999998934,0.03791428571429579,3.3846999999999863,22.39,0.24896865374564942,0.18181818181818182,0
2022,Spanish Grand Prix,SAI,OCO,35,10,8.242,3.0,21.0,-18.0,MEDIUM,84.60249999999999,87.7785,-3.176000000000002,0.13639902280130373,-0.253699999999994,0.8265999999999953,22.39,0.2646493897934459,0.5151515151515151,1
2022,Spanish Grand Prix,MSC,NOR,12,18,1.721,13.0,11.0,2.0,SOFT,90.25800000000001,89.41799999999999,0.8400000000000176,0.2269285714285795,-0.008857142857138994,0.16540000000000013,22.39,0.2480666533714463,0.16666666666666666,0
2022,Spanish Grand Prix,HAM,NOR,33,15,18.153,10.0,20.0,-10.0,MEDIUM,85.179,87.4815,-2.302499999999995,-0.22070000000000997,-0.16230000000000386,4.1149000000000235,22.39,0.2628582162270043,0.48484848484848486,1
2022,Spanish Grand Prix,ALO,NOR,51,2,4.052,19.0,20.0,-1.0,SOFT,85.02600000000001,85.519,-0.492999999999995,0.07959999999999359,0.08629999999999778,-0.8120999999999965,22.39,0.2633312163338273,0.7575757575757576,0
2022,Spanish Grand Prix,VET,ALO,10,11,1.591,12.0,9.0,3.0,SOFT,90.207,90.143,0.06399999999999295,0.14085714285714518,0.378428571428574,-0.13689999999999977,22.39,0.24820690190339997,0.13636363636363635,0
2022,Spanish Grand Prix,RIC,ALO,31,17,7.522,22.0,20.0,2.0,SOFT,88.72749999999999,88.173,0.5544999999999902,-0.0030000000000048404,-0.10090000000000392,1.4286999999999928,22.39,0.25234566509819395,0.45454545454545453,0
2022,Spanish Grand Prix,VET,TSU,11,10,4.605,13.0,10.0,3.0,SOFT,90.555,90.0505,0.5045000000000073,0.17400000000000332,0.15050000000000216,1.1351999999999993,22.39,0.24725305063221245,0.15151515151515152,0
2022,Spanish Grand Prix,HAM,TSU,32,16,14.842,9.0,20.0,-11.0,MEDIUM,85.3815,87.96050000000001,-2.5790000000000077,-0.06689999999998826,-0.10190000000000266,3.4675999999999836,22.39,0.2622347932514655,0.4696969696969697,1
2022,Spanish Grand Prix,NOR,VET,21,12,1.98,8.0,23.0,-15.0,MEDIUM,88.4875,89.85749999999999,-1.3699999999999903,0.07529999999999083,-0.13940000000000544,0.6940999999999973,22.39,0.25303008899562085,0.30303030303030304,0
2022,Spanish Grand Prix,ALO,VET,42,11,1.78,10.0,23.0,-13.0,SOFT,85.8295,86.9015,-1.0720000000000027,0.029799999999997842,0.14710000000000692,0.32449999999999796,22.39,0.26086601925911257,0.6212121212121212,1
2022,Spanish Grand Prix,TSU,RIC,11,21,0.905,10.0,13.0,-3.0,SOFT,90.0505,90.33500000000001,-0.2845000000000084,0.15050000000000216,0.32150000000001167,-0.06840000000000004,22.39,0.24863826408515222,0.15151515151515152,1
2022,Spanish Grand Prix,VET,RIC,31,11,6.467,12.0,22.0,-10.0,SOFT,88.08500000000001,88.72749999999999,-0.6424999999999841,-0.08539999999998708,-0.0030000000000048404,1.366599999999998,22.39,0.25418629732644604,0.45454545454545453,0
2022,Spanish Grand Prix,ALO,GAS,10,21,0.232,9.0,9.0,0.0,SOFT,90.143,89.981,0.16200000000000614,0.378428571428574,0.222428571428572,-0.37529999999999974,22.39,0.24838312459092776,0.13636363636363635,1
2022,Spanish Grand Prix,VET,GAS,29,13,1.675,10.0,18.0,-8.0,SOFT,87.563,88.99249999999999,-1.4294999999999902,0.1735999999999959,0.025599999999999644,0.46669999999999995,22.39,0.25570160912714274,0.42424242424242425,1
2022,Spanish Grand Prix,VET,MSC,12,9,6.803,14.0,13.0,1.0,SOFT,90.279,90.25800000000001,0.020999999999986585,-0.05999999999999254,0.2269285714285795,1.6587000000000036,22.39,0.2480089500326765,0.16666666666666666,0
2022,Spanish Grand Prix,RIC,MSC,30,1,2.098,21.0,20.0,1.0,SOFT,88.81450000000001,88.81649999999999,-0.001999999999981128,0.0487000000000061,0.09080000000000568,-0.12989999999999974,22.39,0.2520984749111913,0.4393939393939394,0
2022,Spanish Grand Prix,SAI,STR,14,17,7.843,3.0,16.0,-13.0,MEDIUM,87.643,90.132,-2.4890000000000043,,-0.3405999999999996,2.305700000000005,22.39,0.2554682062457926,0.19696969696969696,1
2022,Spanish Grand Prix,VET,STR,27,15,3.713,8.0,15.0,-7.0,SOFT,87.4965,88.494,-0.9975000000000023,0.03549999999999758,0.09969999999999449,-0.9034999999999999,22.39,0.25589595012371924,0.3939393939393939,1
2022,Spanish Grand Prix,LAT,STR,46,4,9.257,19.0,19.0,0.0,SOFT,87.0775,87.7285,-0.6509999999999962,0.04749999999999575,0.3595999999999987,-1.383699999999998,22.39,0.25712727168327065,0.6818181818181818,0
2022,Spanish Grand Prix,HAM,LAT,12,10,18.157,12.0,11.0,1.0,SOFT,88.10199999999999,91.106,-3.004000000000005,-0.0612285714285618,,-2.902600000000004,22.39,0.2541372500056753,0.16666666666666666,1
2022,Spanish Grand Prix,HAM,LAT,26,22,0.732,3.0,13.0,-10.0,MEDIUM,86.21700000000001,89.721,-3.5039999999999907,0.1524606299212556,0.19899999999999324,-0.1041000000000005,22.39,0.2596935639143092,0.3787878787878788,1
2022,Spanish Grand Prix,LAT,MAG,29,21,8.734,2.0,27.0,-25.0,SOFT,89.1115,89.8885,-0.7769999999999868,0.194864864864862,-0.08180000000000012,-4.065999999999993,22.39,0.2512582551073655,0.42424242424242425,0
2022,Spanish Grand Prix,LAT,ALB,11,1,1.174,10.0,10.0,0.0,SOFT,91.25,91.10000000000001,0.14999999999999147,,,0.019900000000000036,22.39,0.24536986301369865,0.15151515151515152,0
2022,Spanish Grand Prix,HAM,ALB,25,23,0.737,2.0,13.0,-11.0,MEDIUM,87.8755,90.4605,-2.5849999999999937,0.1382401574803147,-0.18830000000000607,-0.07099999999999056,22.39,0.2547922913667632,0.36363636363636365,1
2022,Spanish Grand Prix,STR,ZHO,10,4,1.316,12.0,9.0,3.0,SOFT,91.142,90.396,0.7459999999999951,,,-0.0043999999999998745,22.39,0.24566061749797022,0.13636363636363635,0
2022,Monaco Grand Prix,RUS,VER,18,3,16.753,17.0,17.0,0.0,WET,92.91499999999999,91.494,1.4209999999999923,-0.8049999999999985,-0.8301999999999949,2.374999999999993,27.421,0.2951191949631384,0.265625,0
2022,Monaco Grand Prix,VER,PER,16,2,2.273,15.0,15.0,0.0,WET,93.35650000000001,92.887,0.4695000000000107,-0.8992000000000024,-0.9834999999999914,0.24210000000000062,27.421,0.29372352219716885,0.234375,0
2022,Monaco Grand Prix,SAI,LEC,18,3,5.398,17.0,17.0,0.0,WET,91.54150000000001,91.202,0.33950000000001523,-0.3957999999999896,-0.6160999999999963,0.15869999999999906,27.421,0.2995471999038687,0.265625,1
2022,Monaco Grand Prix,BOT,TSU,6,14,0.823,5.0,5.0,0.0,WET,105.24400000000001,105.47500000000001,-0.23099999999999454,-2.811499999999985,-2.6064999999999925,0.0035000000000000946,27.421,0.2605469195393561,0.078125,1
2022,Monaco Grand Prix,RUS,NOR,17,4,3.959,16.0,16.0,0.0,WET,93.457,93.45249999999999,0.004500000000007276,-0.821499999999999,-0.469700000000001,0.40640000000000004,27.421,0.29340766341740054,0.25,1
2022,Monaco Grand Prix,OCO,HAM,15,6,11.886,14.0,14.0,0.0,WET,94.156,95.869,-1.7129999999999939,-0.7175000000000161,-0.9305000000000162,-0.6402999999999979,27.421,0.2912294489995327,0.21875,0
2022,Monaco Grand Prix,ALB,MSC,4,14,1.067,3.0,3.0,0.0,WET,108.762,109.282,-0.519999999999996,,,,27.421,0.25211930637538843,0.046875,1
2022,Monaco Grand Prix,OCO,VET,6,15,3.076,5.0,5.0,0.0,WET,104.49700000000001,104.01700000000001,0.480000000000004,-2.967499999999981,-2.944499999999985,0.9424999999999999,27.421,0.2624094471611625,0.078125,1
2022,Monaco Grand Prix,PER,SAI,21,1,6.844,,20.0,,INTERMEDIATE,85.832,90.641,-4.809000000000012,,-0.25229999999999697,-0.07299999999998281,27.421,0.3194729238512443,0.3125,1
2022,Azerbaijan Grand Prix,VER,PER,16,2,0.273,15.0,15.0,0.0,MEDIUM,107.87299999999999,108.866,-0.9930000000000092,0.09020000000000339,0.6277999999999999,-0.46660000000000085,22.031,0.20423090115228093,0.29411764705882354,1
2022,Azerbaijan Grand Prix,NOR,ALO,18,2,1.003,17.0,17.0,0.0,MEDIUM,109.92,110.046,-0.12600000000000477,0.19530000000000258,0.345900000000002,-0.1058999999999998,22.031,0.20042758369723435,0.3333333333333333,0
2022,British Grand Prix,SAI,VER,12,8,1.161,10.0,10.0,0.0,MEDIUM,93.291,93.00999999999999,0.2810000000000059,0.3704000000000078,-0.1302999999999952,-0.16060000000000052,29.81,0.319537790354911,0.21153846153846154,1
2022,British Grand Prix,NOR,PER,5,29,0.556,4.0,3.0,1.0,MEDIUM,117.35849999999999,122.2425,-4.8840000000000146,,,-4.353999999999998,29.81,0.25400801816655805,0.07692307692307693,0
2022,British Grand Prix,HAM,LEC,25,8,1.578,23.0,23.0,0.0,MEDIUM,91.2985,91.6695,-0.3709999999999951,-0.09489999999999892,-0.081599999999996,-0.4320999999999995,29.81,0.32651138846749944,0.46153846153846156,0
2022,British Grand Prix,MAG,MSC,19,3,1.461,19.0,17.0,2.0,MEDIUM,94.819,94.39750000000001,0.42149999999999466,-0.015200000000000859,-0.010199999999990442,-0.6681999999999997,29.81,0.31438846644659824,0.34615384615384615,0
2022,British Grand Prix,MAG,VET,6,16,0.614,6.0,4.0,2.0,MEDIUM,97.59500000000001,97.405,0.19000000000001194,-14.947000000000005,-12.523999999999987,-0.5530000000000002,29.81,0.305445975715969,0.09615384615384616,0
2022,British Grand Prix,LEC,SAI,20,5,1.021,18.0,18.0,0.0,MEDIUM,92.3715,92.20750000000001,0.16399999999998727,-0.18069999999999486,-0.19560000000000394,0.12949999999999962,29.81,0.3227185874430966,0.36538461538461536,0
2022,Austrian Grand Prix,LEC,VER,13,13,0.695,12.0,12.0,0.0,MEDIUM,70.3415,70.586,-0.24450000000000216,-0.10989999999999418,0.17390000000000583,0.018399999999999982,21.973,0.3123760511220261,0.16901408450704225,0
2022,Austrian Grand Prix,SAI,VER,36,14,2.748,8.0,22.0,-14.0,HARD,67.65350000000001,69.1155,-1.461999999999989,-0.016199999999999767,0.0038999999999979875,0.7902000000000002,21.973,0.3247873354667533,0.49295774647887325,0
2022,Austrian Grand Prix,TSU,GAS,12,14,3.256,11.0,11.0,0.0,HARD,71.79150000000001,71.401,0.39050000000001717,-0.05029999999999311,-0.008599999999992206,0.8368000000000018,21.973,0.3060668742121281,0.15492957746478872,0
2022,Austrian Grand Prix,VET,GAS,40,4,0.505,21.0,27.0,-6.0,MEDIUM,69.349,69.981,-0.6319999999999908,0.035499999999997936,0.12150000000000358,-0.3856000000000012,21.973,0.3168466740688402,0.5492957746478874,0
2022,Austrian Grand Prix,RIC,ALO,27,17,1.16,14.0,26.0,-12.0,HARD,70.488,71.279,-0.7909999999999968,-0.0947999999999991,-0.1950000000000077,0.06720000000000034,21.973,0.31172681874929065,0.36619718309859156,0
2022,Austrian Grand Prix,SAI,LEC,26,1,4.219,25.0,25.0,0.0,MEDIUM,69.638,69.60050000000001,0.037499999999994316,0.09050000000000034,0.12379999999999884,0.05829999999999996,21.973,0.3155317499066601,0.352112676056338,0
2022,Austrian Grand Prix,SAI,LEC,49,1,5.245,21.0,22.0,-1.0,HARD,67.5085,67.6375,-0.1290000000000049,-0.14879999999999544,0.09510000000000039,0.003500000000000019,21.973,0.32548493893361574,0.676056338028169,0
2022,Austrian Grand Prix,OCO,STR,29,15,1.919,12.0,30.0,-18.0,HARD,69.8125,70.614,-0.8015000000000043,-0.18689999999999546,-0.04419999999999813,-0.6681000000000005,21.973,0.3147430617726052,0.39436619718309857,1
2022,Austrian Grand Prix,MSC,MAG,15,1,0.746,14.0,14.0,0.0,MEDIUM,71.34200000000001,71.17,0.17200000000001125,0.25039999999999674,0.1260999999999919,0.06729999999999992,21.973,0.30799529029183365,0.19718309859154928,0
2022,Austrian Grand Prix,NOR,MAG,41,2,0.715,26.0,25.0,1.0,HARD,69.1175,69.4215,-0.30399999999998784,-0.11349999999999744,-0.021000000000002735,-0.24409999999999984,21.973,0.3179079104423626,0.5633802816901409,0
2022,Austrian Grand Prix,MAG,TSU,26,15,1.505,10.0,25.0,-15.0,HARD,70.51750000000001,70.8905,-0.37299999999999045,0.03689999999999084,-0.015399999999995834,0.39620000000000066,21.973,0.31159641223809686,0.352112676056338,1
2022,Austrian Grand Prix,TSU,ALB,11,15,1.877,10.0,10.0,0.0,HARD,71.79150000000001,71.4085,0.3830000000000098,0.09999999999999755,-0.08940000000000292,0.3891999999999997,21.973,0.3060668742121281,0.14084507042253522,0
2022,Austrian Grand Prix,STR,ALB,41,7,5.661,12.0,29.0,-17.0,HARD,69.30799999999999,69.865,-0.5570000000000022,0.2828857142857126,0.10899999999999807,1.1384000000000003,21.973,0.3170341086166099,0.5633802816901409,0
