year,circuit,stay_out_driver,pitting_car,pit_lap,stay_out_laps,gap_ahead,tire_age,ca_tire_age,tire_age_delta,compound,own_pace,threat_pace,pace_delta,deg_delta,ca_deg_delta,closing_rate,pit_loss,pit_loss_fraction,race_progress,overcut_success
2022,Mexico City Grand Prix,MAG,LAT,23,15,0.804,22.0,22.0,0.0,MEDIUM,84.5325,84.81700000000001,-0.2845000000000084,0.0714999999999965,0.2673999999999993,-0.48549999999999954,23.187,0.2742968680684944,0.30985915492957744,1
2022,São Paulo Grand Prix,ALO,VER,23,12,1.795,8.0,15.0,-7.0,MEDIUM,75.858,76.17499999999998,-0.31699999999997885,0.02110000000000018,-0.00990000000000035,-0.46320000000000006,23.9035,0.31510849218276255,0.30985915492957744,0
2022,São Paulo Grand Prix,BOT,GAS,19,5,1.138,18.0,18.0,0.0,SOFT,76.392,76.822,-0.4300000000000068,-0.13180000000000497,-0.06719999999999753,0.0036999999999998423,23.9035,0.31290580165462356,0.2535211267605634,0
2022,São Paulo Grand Prix,NOR,GAS,35,10,1.19,10.0,15.0,-5.0,MEDIUM,75.18350000000001,75.671,-0.48749999999999716,0.028899999999993355,-0.18690000000000315,-0.3527999999999999,23.9035,0.31793545126257755,0.4788732394366197,0
2022,São Paulo Grand Prix,HAM,PER,23,6,6.763,22.0,22.0,0.0,SOFT,75.25,75.7105,-0.46049999999999613,0.04729999999999694,0.09859999999999558,-0.3397,23.9035,0.3176544850498339,0.30985915492957744,0
2022,São Paulo Grand Prix,ZHO,ALO,14,2,0.454,13.0,13.0,0.0,SOFT,77.077,77.081,-0.0040000000000048885,0.29319999999999813,0.23169999999999566,0.02189999999999997,23.9035,0.3101249399950699,0.18309859154929578,0
2022,São Paulo Grand Prix,BOT,ALO,35,10,1.116,10.0,20.0,-10.0,MEDIUM,74.678,75.0455,-0.3675000000000068,0.0041999999999969605,0.09290000000000095,-0.29829999999999973,23.9035,0.3200875759929297,0.4788732394366197,0
2022,São Paulo Grand Prix,ZHO,LEC,21,16,1.415,4.0,13.0,-9.0,MEDIUM,75.58,75.944,-0.3640000000000043,0.2730000000000135,0.16539999999999513,-0.5300000000000009,23.9035,0.31626753109288175,0.28169014084507044,0
2022,São Paulo Grand Prix,ALO,STR,29,6,3.655,14.0,29.0,-15.0,MEDIUM,75.423,76.5515,-1.1285000000000025,-0.13599999999999796,-0.07479999999999397,-1.1680000000000006,23.9035,0.3169258714185328,0.39436619718309857,0
2022,São Paulo Grand Prix,LAT,TSU,20,12,2.62,19.0,19.0,0.0,MEDIUM,77.73750000000001,77.40100000000001,0.3365000000000009,0.02769999999999578,-0.02250000000000479,0.24319999999999978,23.9035,0.30748995015275765,0.2676056338028169,0
2022,São Paulo Grand Prix,ALB,TSU,40,7,1.597,14.0,19.0,-5.0,MEDIUM,75.22999999999999,75.4525,-0.2225000000000108,-0.05410000000000562,0.016999999999995505,-0.1930999999999991,23.9035,0.3177389339359299,0.5492957746478874,0
2022,São Paulo Grand Prix,ALO,ALB,25,10,1.327,10.0,20.0,-10.0,MEDIUM,75.80199999999999,77.33800000000001,-1.5360000000000156,-0.04030000000000198,-0.08169999999999633,-0.6431999999999994,23.9035,0.315341283871138,0.3380281690140845,1
2022,São Paulo Grand Prix,ALB,ZHO,16,9,3.901,11.0,15.0,-4.0,MEDIUM,77.26499999999999,77.251,0.013999999999981583,-0.0058000000000011835,-0.060600000000005115,0.27400000000000024,23.9035,0.3093703487995859,0.2112676056338028,0
2022,São Paulo Grand Prix,LEC,ZHO,37,7,0.227,15.0,20.0,-5.0,SOFT,74.32650000000001,75.8245,-1.4979999999999905,-0.15170000000000244,0.0512999999999996,-0.7191999999999942,23.9035,0.3216013131251976,0.5070422535211268,1
2022,São Paulo Grand Prix,SAI,OCO,24,12,1.743,6.0,23.0,-17.0,SOFT,74.8785,76.328,-1.4495000000000005,0.01190000000001264,-0.002599999999998564,-0.16590000000000152,23.9035,0.3192304867218227,0.323943661971831,1
2022,São Paulo Grand Prix,BOT,NOR,24,21,1.539,23.0,23.0,0.0,SOFT,76.327,76.845,-0.5180000000000007,-0.042000000000001265,0.003600000000003145,-0.4564000000000008,23.9035,0.31317227193522607,0.323943661971831,1
2022,São Paulo Grand Prix,STR,MSC,24,5,1.902,24.0,23.0,1.0,MEDIUM,76.957,77.149,-0.19200000000000728,-0.06119999999998926,-0.07799999999999678,-0.07260000000000003,23.9035,0.31060852164195596,0.323943661971831,0
2022,São Paulo Grand Prix,PER,VET,26,21,4.23,2.0,25.0,-23.0,MEDIUM,75.0445,76.26050000000001,-1.2160000000000082,0.07275984251968334,0.07529999999999996,0.747000000000001,23.9035,0.31852434222361403,0.352112676056338,1
2022,São Paulo Grand Prix,OCO,VET,45,2,1.997,20.0,19.0,1.0,MEDIUM,74.525,74.5655,-0.04049999999999443,-0.057200000000006926,-0.0425000000000059,-0.06610000000000028,23.9035,0.32074471653807446,0.6197183098591549,0
2022,São Paulo Grand Prix,HAM,SAI,17,12,3.841,16.0,16.0,0.0,SOFT,75.99099999999999,75.91149999999999,0.07949999999999591,-0.24530000000000104,-0.01869999999999981,0.5469000000000005,23.9035,0.3145569870116199,0.22535211267605634,0
2022,São Paulo Grand Prix,HAM,SAI,36,12,2.93,6.0,18.0,-12.0,MEDIUM,73.5775,74.396,-0.8185000000000002,0.057000000000012985,-0.10399999999999808,-0.8957999999999999,23.9035,0.3248751316638918,0.49295774647887325,0
2022,São Paulo Grand Prix,VER,LAT,20,3,1.175,12.0,19.0,-7.0,MEDIUM,75.911,77.73750000000001,-1.82650000000001,0.2271000000000082,0.02769999999999578,-1.7983999999999962,23.9035,0.3148884878344377,0.2676056338028169,1
2022,São Paulo Grand Prix,HAM,RUS,24,5,9.704,23.0,23.0,0.0,SOFT,75.384,75.37900000000002,0.004999999999981242,0.07199999999999888,0.04480000000000002,2.260600000000006,23.9035,0.317089833386395,0.323943661971831,0
2022,São Paulo Grand Prix,OCO,BOT,24,23,1.427,23.0,23.0,0.0,SOFT,76.328,76.327,0.0010000000000047748,-0.002599999999998564,-0.042000000000001265,-0.041800000000000226,23.9035,0.3131681689550362,0.323943661971831,0
2022,Abu Dhabi Grand Prix,LEC,VER,20,1,7.492,19.0,19.0,0.0,MEDIUM,90.40899999999999,90.5555,-0.14650000000000318,-0.040600000000002676,0.14409999999999898,-0.10409999999999948,21.951,0.24279662422988865,0.3275862068965517,0
2022,Abu Dhabi Grand Prix,PER,LEC,21,12,17.861,5.0,20.0,-15.0,HARD,89.166,90.526,-1.3599999999999994,0.005399999999996736,0.09640000000000096,2.001200000000006,21.951,0.24618127986003635,0.3448275862068966,0
2022,Abu Dhabi Grand Prix,LEC,PER,15,6,2.173,14.0,14.0,0.0,MEDIUM,90.3605,90.726,-0.36549999999999727,-0.07810000000000579,0.1534999999999986,-0.2725999999999993,21.951,0.2429269426353329,0.2413793103448276,0
2022,Abu Dhabi Grand Prix,HAM,SAI,17,1,6.158,16.0,16.0,0.0,MEDIUM,91.01249999999999,90.58250000000001,0.4299999999999784,-0.03529999999999954,-0.010500000000000865,1.4300000000000006,21.951,0.24118665018541413,0.27586206896551724,0
2022,Abu Dhabi Grand Prix,HAM,RUS,15,3,2.778,14.0,14.0,0.0,MEDIUM,91.1815,90.9005,0.2810000000000059,-0.1359000000000015,0.09179999999999625,0.3252999999999997,21.951,0.24073962371753044,0.2413793103448276,0
2022,Abu Dhabi Grand Prix,VET,NOR,15,10,4.627,14.0,14.0,0.0,MEDIUM,91.88499999999999,91.7315,0.15349999999999397,-0.004300000000005063,0.07629999999999872,0.43609999999999915,21.951,0.23889644664526313,0.2413793103448276,0
2022,Abu Dhabi Grand Prix,VET,OCO,14,11,0.687,13.0,13.0,0.0,MEDIUM,91.929,92.0025,-0.07349999999999568,-0.04080000000000271,-0.014400000000001733,-0.024400000000000092,21.951,0.23878210357993668,0.22413793103448276,0
2022,Abu Dhabi Grand Prix,RIC,STR,13,6,1.489,12.0,12.0,0.0,MEDIUM,91.9015,92.0335,-0.132000000000005,0.04930000000000675,0.057300000000013396,-0.1417999999999995,21.951,0.23885355516504084,0.20689655172413793,0
2022,Abu Dhabi Grand Prix,RUS,RIC,19,20,0.874,3.0,18.0,-15.0,HARD,89.18,92.111,-2.9309999999999974,0.18661654135338118,0.14159999999999998,-3.1745000000000068,21.951,0.24614263287732674,0.3103448275862069,1
2022,Abu Dhabi Grand Prix,NOR,VET,25,17,1.131,9.0,24.0,-15.0,HARD,89.48349999999999,91.97,-2.4865000000000066,-0.07579999999998667,-0.01829999999999636,-0.08439999999999817,21.951,0.245307794174345,0.41379310344827586,1
2022,Abu Dhabi Grand Prix,RIC,TSU,14,5,2.358,13.0,13.0,0.0,MEDIUM,92.00450000000001,91.977,0.02750000000000341,0.08159999999999855,0.017999999999993712,0.5237000000000019,21.951,0.2385861561119293,0.22413793103448276,0
2022,Abu Dhabi Grand Prix,MAG,ZHO,15,13,7.573,14.0,14.0,0.0,HARD,92.077,92.1445,-0.06749999999999545,-0.2328999999999982,0.13950000000000143,1.675799999999997,21.951,0.23839829707744606,0.2413793103448276,0
2022,Abu Dhabi Grand Prix,MSC,ALB,12,2,1.402,11.0,11.0,0.0,MEDIUM,92.057,91.9425,0.11450000000000671,0.16510000000000588,0.24170000000000777,0.09920000000000005,21.951,0.2384500907046721,0.1896551724137931,0
2022,Abu Dhabi Grand Prix,MAG,GAS,14,14,1.769,13.0,13.0,0.0,HARD,92.36000000000001,92.379,-0.018999999999991246,-0.1356000000000009,0.1086999999999988,0.2001000000000002,21.951,0.23766782156777824,0.22413793103448276,0
2022,Abu Dhabi Grand Prix,VET,HAM,18,7,11.005,17.0,17.0,0.0,MEDIUM,91.91550000000001,91.0955,0.8200000000000074,0.03710000000000994,0.10750000000000651,2.139099999999997,21.951,0.2388171744700295,0.29310344827586204,0
2022,Abu Dhabi Grand Prix,ALB,LAT,15,20,11.026,2.0,14.0,-12.0,HARD,91.46000000000001,92.9255,-1.4654999999999916,0.26493150684931577,-0.09480000000000541,,21.951,0.2400065602449158,0.2413793103448276,1
2023,Bahrain Grand Prix,PER,VER,14,3,10.164,16.0,16.0,0.0,SOFT,98.549,97.82750000000001,0.7214999999999918,0.032599999999999366,0.0,1.2072000000000034,25.296,0.2566844919786096,0.22807017543859648,0
2023,Bahrain Grand Prix,DEV,GAS,9,2,0.77,8.0,8.0,0.0,SOFT,100.7885,100.744,0.04449999999999932,0.16199999999999562,0.024399999999996737,-0.04079999999999995,25.296,0.2509810146990976,0.14035087719298245,0
2023,Bahrain Grand Prix,SAR,GAS,25,5,2.472,12.0,15.0,-3.0,SOFT,98.329,98.11449999999999,0.21450000000000102,0.08220000000000721,0.07940000000000363,0.16499999999999998,25.296,0.2572587944553489,0.42105263157894735,0
2023,Bahrain Grand Prix,VER,PER,17,19,11.308,2.0,19.0,-17.0,SOFT,97.291,97.8725,-0.5815000000000055,0.0698196721311494,-0.2212000000000038,-0.6011999999999971,25.296,0.2600034946706273,0.2807017543859649,1
2023,Bahrain Grand Prix,STR,ALO,14,1,1.165,16.0,16.0,0.0,SOFT,100.3195,99.9385,0.3810000000000002,0.2245000000000043,0.023299999999996872,-0.061400000000000135,25.296,0.2521543667980801,0.22807017543859648,0
2023,Bahrain Grand Prix,PER,LEC,13,4,1.742,15.0,12.0,3.0,SOFT,98.511,98.54400000000001,-0.03300000000001546,-0.024499999999998506,0.15040000000000955,0.04170000000000018,25.296,0.2567835064104516,0.21052631578947367,0
2023,Bahrain Grand Prix,ALO,LEC,33,1,17.294,18.0,19.0,-1.0,HARD,96.287,96.7695,-0.4824999999999875,-0.18620000000000325,0.03289999999999236,1.984200000000005,25.296,0.26271459283184645,0.5614035087719298,0
2023,Bahrain Grand Prix,HAM,STR,15,15,16.95,2.0,17.0,-15.0,HARD,98.8055,100.3195,-1.51400000000001,0.2126278195488683,-0.08129999999999299,3.6465999999999963,25.296,0.256018136642191,0.24561403508771928,1
2023,Bahrain Grand Prix,ZHO,SAR,30,2,3.323,17.0,17.0,0.0,HARD,97.65400000000001,97.9415,-0.2874999999999943,-0.005499999999987762,-0.13379999999999237,-0.38289999999999946,25.296,0.2590370082126692,0.5087719298245614,0
2023,Bahrain Grand Prix,BOT,MAG,15,14,0.358,3.0,14.0,-11.0,HARD,97.2765,100.90899999999999,-3.632499999999993,0.3727631578947359,-0.09850000000000443,-6.660699999999988,25.296,0.26004225069775333,0.24561403508771928,1
2023,Bahrain Grand Prix,MAG,DEV,11,4,1.895,10.0,10.0,0.0,HARD,100.995,100.929,0.0660000000000025,0.030999999999991833,0.08589999999999033,0.040700000000000174,25.296,0.25046784494281893,0.17543859649122806,0
2023,Bahrain Grand Prix,MAG,DEV,27,2,6.66,11.0,15.0,-4.0,HARD,97.80250000000001,98.3765,-0.5739999999999839,0.11950000000000321,0.2135999999999937,1.7075000000000014,25.296,0.25864369520206537,0.45614035087719296,0
2023,Bahrain Grand Prix,HUL,TSU,10,1,1.312,12.0,9.0,3.0,SOFT,100.78899999999999,100.5385,0.2504999999999882,0.08430000000000223,-0.09119999999999084,0.2340999999999999,25.296,0.25097976961771623,0.15789473684210525,0
2023,Bahrain Grand Prix,SAR,TSU,26,4,3.782,13.0,15.0,-2.0,SOFT,98.314,98.24000000000001,0.07399999999998386,0.03239999999999659,0.08819999999999821,0.5367000000000013,25.296,0.2572980450393637,0.43859649122807015,0
2023,Bahrain Grand Prix,SAR,ALB,11,1,2.006,10.0,10.0,0.0,SOFT,100.47049999999999,100.471,-0.0005000000000165983,0.006999999999993109,0.044299999999995246,0.24109999999999981,25.296,0.25177539675825245,0.17543859649122806,0
2023,Bahrain Grand Prix,MAG,ZHO,12,3,3.246,11.0,11.0,0.0,HARD,100.997,101.09899999999999,-0.10199999999998965,0.08520000000001361,0.17510000000001277,0.8249000000000011,25.296,0.2504628850361892,0.19298245614035087,0
2023,Bahrain Grand Prix,MAG,HUL,26,3,2.848,10.0,14.0,-4.0,HARD,97.6155,98.5455,-0.9300000000000068,0.018399999999992346,0.04750000000000336,-0.9143000000000011,25.296,0.25913917359435745,0.43859649122807015,1
2023,Bahrain Grand Prix,SAR,OCO,12,18,4.557,11.0,14.0,-3.0,SOFT,100.4965,100.32650000000001,0.1699999999999875,0.09150000000000649,0.07600000000000569,0.8323000000000016,25.296,0.2517102585662187,0.19298245614035087,1
2023,Bahrain Grand Prix,TSU,OCO,15,11,1.397,4.0,2.0,2.0,HARD,98.45,99.1175,-0.667500000000004,-0.2634999999999968,0.21836466165413101,-1.0533333333333348,25.296,0.25694261046216355,0.24561403508771928,1
2023,Bahrain Grand Prix,SAR,NOR,10,2,0.866,9.0,9.0,0.0,SOFT,100.4515,100.382,0.06949999999999079,-0.05409999999999209,-0.034899999999992055,0.0628,25.296,0.2518230190689039,0.15789473684210525,1
2023,Bahrain Grand Prix,DEV,NOR,17,10,1.161,5.0,6.0,-1.0,HARD,98.089,98.20599999999999,-0.11699999999999022,0.0017999999999982676,-0.21779999999998784,-0.3420000000000001,25.296,0.2578882443495193,0.2807017543859649,1
2023,Bahrain Grand Prix,OCO,NOR,27,5,2.893,14.0,12.0,2.0,HARD,97.93950000000001,96.92,1.0195000000000078,-0.02610000000000447,-0.14099999999999718,0.8369999999999964,25.296,0.25828189851898364,0.45614035087719296,0
2023,Bahrain Grand Prix,RUS,HAM,12,1,1.367,14.0,14.0,0.0,SOFT,99.9405,99.82249999999999,0.11800000000000921,0.16500000000000303,0.1381999999999987,0.12460000000000022,25.296,0.25311060080748043,0.19298245614035087,0
2023,Bahrain Grand Prix,ALO,HAM,30,4,1.846,15.0,17.0,-2.0,HARD,96.6865,96.67349999999999,0.01300000000000523,0.033400000000000554,-0.052399999999994555,0.013799999999999937,25.296,0.26162907955091974,0.5087719298245614,0
2023,Bahrain Grand Prix,RUS,SAI,13,18,5.196,15.0,15.0,0.0,SOFT,100.19200000000001,99.68100000000001,0.5109999999999957,0.16390000000000138,0.16149999999999826,0.8319999999999969,25.296,0.2524752475247525,0.21052631578947367,0
2023,Bahrain Grand Prix,ALO,SAI,31,3,5.544,16.0,17.0,-1.0,HARD,96.65950000000001,96.7795,-0.11999999999999034,-0.034699999999998093,0.0037000000000066693,0.46449999999999714,25.296,0.2617021606774295,0.5263157894736842,0
2023,Bahrain Grand Prix,ALO,RUS,13,1,0.646,15.0,15.0,0.0,SOFT,100.006,100.19200000000001,-0.18600000000000705,0.21920000000000375,0.16390000000000138,-0.15649999999999953,25.296,0.25294482331060136,0.21052631578947367,1
2023,Bahrain Grand Prix,ZHO,RUS,31,1,27.678,18.0,17.0,1.0,HARD,97.59700000000001,96.86699999999999,0.7300000000000182,-0.05939999999999953,-0.030499999999993494,7.878799999999955,25.296,0.2591882947221738,0.5263157894736842,0
2023,Bahrain Grand Prix,OCO,BOT,11,1,2.54,13.0,10.0,3.0,SOFT,100.206,100.0275,0.17849999999999966,0.08019999999999715,-0.009700000000006577,0.22449999999999995,25.296,0.2524399736542722,0.17543859649122806,0
2023,Bahrain Grand Prix,SAR,BOT,29,1,12.534,16.0,17.0,-1.0,SOFT,98.143,97.787,0.35599999999999454,-0.13659999999999567,-0.1654999999999928,2.0179999999999976,25.296,0.2577463497141925,0.49122807017543857,0
2023,Azerbaijan Grand Prix,RUS,NOR,9,40,1.417,8.0,8.0,0.0,MEDIUM,107.89750000000001,107.8825,0.01500000000001478,-0.10870000000000553,0.0017999999999969958,0.11189999999999999,21.062,0.19520378136657476,0.1568627450980392,1
2023,Azerbaijan Grand Prix,OCO,RUS,49,1,25.137,48.0,37.0,11.0,HARD,103.771,102.8455,0.9254999999999995,-0.13209999999998412,-0.14180000000000542,0.9399999999999982,21.062,0.20296614661128834,0.9411764705882353,0
2023,Miami Grand Prix,VER,PER,20,25,2.214,19.0,19.0,0.0,HARD,91.2205,91.7305,-0.5100000000000051,-0.15590000000000687,-0.10080000000000007,-0.5082999999999986,22.5155,0.2468250009592142,0.3333333333333333,1
2023,Miami Grand Prix,OCO,SAI,18,21,11.513,17.0,17.0,0.0,HARD,92.326,92.098,0.22799999999999443,-0.3671999999999947,-0.03179999999998755,3.325699999999992,22.5155,0.24386954920607415,0.2982456140350877,0
2023,Miami Grand Prix,OCO,LEC,17,22,0.75,16.0,16.0,0.0,HARD,92.745,92.7405,0.004500000000007276,-0.14570000000000038,-0.12140000000000428,-0.06269999999999994,22.5155,0.24276780419429617,0.2807017543859649,0
2023,Miami Grand Prix,LEC,GAS,15,2,3.372,14.0,14.0,0.0,MEDIUM,92.649,92.5755,0.07349999999999568,0.19369999999999563,-0.26680000000000226,0.49729999999999897,22.5155,0.24301935261038973,0.24561403508771928,0
2023,Miami Grand Prix,LEC,MAG,14,3,0.279,13.0,13.0,0.0,MEDIUM,92.5625,92.89250000000001,-0.3300000000000125,0.16669999999999802,0.14729999999999602,-0.31620000000000076,22.5155,0.24324645509790682,0.22807017543859648,0
2023,Miami Grand Prix,HUL,BOT,15,18,1.2,14.0,14.0,0.0,HARD,92.73949999999999,92.67150000000001,0.06799999999998363,-0.15350000000000386,-0.039099999999998754,0.17019999999999968,22.5155,0.24278220175868967,0.24561403508771928,0
2023,Miami Grand Prix,TSU,ALB,22,14,0.368,21.0,21.0,0.0,HARD,92.375,92.834,-0.4590000000000032,-0.18899999999999742,0.016700000000001835,-0.18169999999999975,22.5155,0.2437401894451962,0.3684210526315789,0
2023,Miami Grand Prix,TSU,HUL,33,3,0.484,32.0,32.0,0.0,HARD,91.0715,91.172,-0.1004999999999967,-0.013799999999998817,-0.3907999999999984,-0.10040000000000024,22.5155,0.2472288257028818,0.5614035087719298,1
2023,Miami Grand Prix,DEV,NOR,4,11,0.492,3.0,3.0,0.0,MEDIUM,95.10499999999999,94.681,0.4239999999999924,,,0.04699999999999996,22.5155,0.23674359917985385,0.05263157894736842,0
2023,Miami Grand Prix,TSU,PIA,5,31,1.043,4.0,4.0,0.0,HARD,94.152,93.826,0.3260000000000076,-0.8174999999999804,-0.8704999999999783,0.032500000000000265,22.5155,0.23913990143597585,0.07017543859649122,1
2023,Monaco Grand Prix,RUS,GAS,47,7,1.861,46.0,46.0,0.0,HARD,74.987,74.6075,0.37949999999999307,-0.27539999999999343,-0.46139999999999676,0.22620000000000057,25.718,0.3429661141264486,0.5897435897435898,1
2023,Monaco Grand Prix,HUL,PER,57,2,13.83,2.0,3.0,-1.0,INTERMEDIATE,98.965,101.59,-2.625,-0.14961077111383167,,-26.753000000000124,25.718,0.2598696508866771,0.717948717948718,0
2023,Monaco Grand Prix,GAS,LEC,44,3,2.053,43.0,43.0,0.0,HARD,75.0935,75.5115,-0.41799999999999216,0.1902000000000017,0.2409999999999991,-0.047000000000000444,25.718,0.342479708629908,0.5512820512820513,0
2023,Monaco Grand Prix,ZHO,SAR,20,32,0.178,18.0,19.0,-1.0,HARD,80.1175,80.76650000000001,-0.6490000000000009,0.4145000000000021,0.44049999999999806,-0.0662999999999999,25.718,0.32100352607108307,0.24358974358974358,1
2023,Monaco Grand Prix,PIA,TSU,53,1,11.632,52.0,52.0,0.0,HARD,79.33,78.1035,1.2265000000000015,2.5500000000000007,3.3193999999999964,1.7362999999999909,25.718,0.32419009202067317,0.6666666666666666,0
2023,Monaco Grand Prix,BOT,ALB,18,33,0.383,17.0,17.0,0.0,HARD,79.569,79.616,-0.046999999999997044,0.1932285714285695,0.10385714285714247,-0.03849999999999997,25.718,0.3232163279669218,0.21794871794871795,1
2023,Monaco Grand Prix,PER,ALB,52,1,5.161,18.0,33.0,-15.0,MEDIUM,78.6345,77.326,1.3085000000000093,2.4817999999999967,2.3480000000000096,0.007199999999999341,25.718,0.3270574620554591,0.6538461538461539,0
2023,Monaco Grand Prix,SAI,OCO,32,1,1.949,31.0,31.0,0.0,HARD,75.49100000000001,75.428,0.0630000000000166,-0.043200000000001695,0.013800000000000185,0.07600000000000018,25.718,0.3406763720178564,0.3974358974358974,0
2023,Monaco Grand Prix,SAI,OCO,54,1,0.323,20.0,21.0,-1.0,MEDIUM,79.4255,80.03999999999999,-0.6144999999999925,3.4762000000000115,3.416199999999995,-0.6884000000000069,25.718,0.3238002908385846,0.6794871794871795,0
2023,Monaco Grand Prix,PIA,NOR,50,4,3.663,49.0,49.0,0.0,HARD,74.8605,75.232,-0.3714999999999975,0.6658999999999952,0.040299999999996824,-0.47559999999999847,25.718,0.34354566159723754,0.6282051282051282,1
2023,Monaco Grand Prix,LEC,HAM,31,13,1.659,30.0,30.0,0.0,HARD,75.75550000000001,75.6585,0.09700000000000841,-0.18070000000000383,-0.052799999999995406,0.05030000000000031,25.718,0.33948690194111314,0.38461538461538464,0
2023,Monaco Grand Prix,LEC,HAM,54,1,1.278,9.0,22.0,-13.0,MEDIUM,76.9485,79.084,-2.1355000000000075,4.0609000000000055,3.7617000000000083,-1.7552000000000196,25.718,0.33422353912032077,0.6794871794871795,0
2023,Monaco Grand Prix,LEC,SAI,33,11,4.586,32.0,32.0,0.0,HARD,75.53049999999999,75.4,0.13049999999998363,-0.0215000000000019,-0.060800000000001526,0.9828000000000034,25.718,0.34049820933265373,0.41025641025641024,0
2023,Spanish Grand Prix,PER,VER,26,1,27.023,25.0,25.0,0.0,MEDIUM,79.3415,78.5215,0.8199999999999932,0.14949999999999855,-0.07809999999999903,6.286500000000012,22.577,0.2845547412136146,0.3787878787878788,0
2023,Spanish Grand Prix,RUS,HAM,24,1,8.883,23.0,26.0,-3.0,SOFT,79.40450000000001,79.36500000000001,0.039500000000003865,-0.03249999999999534,0.032899999999998375,0.07780000000000038,22.577,0.28432897379871414,0.3484848484848485,0
2023,Spanish Grand Prix,PER,RUS,25,2,6.608,24.0,24.0,0.0,MEDIUM,79.15,79.4525,-0.3024999999999949,0.03660000000000685,0.04610000000000355,-0.3450999999999994,22.577,0.2852432090966519,0.36363636363636365,0
2023,Spanish Grand Prix,PER,RUS,45,5,7.575,17.0,19.0,-2.0,HARD,76.5515,76.64250000000001,-0.09100000000000819,-0.013699999999998417,-0.15330000000000615,-0.2696000000000009,22.577,0.29492563829578783,0.6666666666666666,0
2023,Spanish Grand Prix,SAI,PER,27,14,4.252,11.0,26.0,-15.0,MEDIUM,79.0605,79.4645,-0.40399999999999636,-0.03299999999999877,0.15999999999999784,-0.31439999999999974,22.577,0.28556611708754687,0.3939393939393939,0
2023,Spanish Grand Prix,HAM,SAI,15,9,1.097,17.0,17.0,0.0,SOFT,79.8885,80.129,-0.24050000000001148,-0.057399999999995274,-0.040300000000000884,-0.21289999999999942,22.577,0.28260638264581267,0.21212121212121213,0
2023,Spanish Grand Prix,PER,SAI,41,9,4.356,13.0,25.0,-12.0,HARD,76.916,77.81099999999999,-0.894999999999996,-0.13400000000000306,-0.19300000000000142,-0.9605999999999991,22.577,0.2935280045764211,0.6060606060606061,1
2023,Spanish Grand Prix,RUS,STR,14,11,2.444,13.0,16.0,-3.0,SOFT,80.344,80.65650000000001,-0.3125000000000142,-0.09410000000000579,-0.05749999999999738,0.0509999999999999,22.577,0.2810041820173255,0.19696969696969696,1
2023,Spanish Grand Prix,OCO,STR,34,1,2.101,20.0,22.0,-2.0,MEDIUM,78.601,78.75450000000001,-0.15350000000000819,0.055799999999999746,-0.029400000000009332,-0.14239999999999953,22.577,0.2872355313545629,0.5,0
2023,Spanish Grand Prix,PER,ALO,19,8,1.758,18.0,21.0,-3.0,MEDIUM,80.0975,80.19500000000001,-0.0975000000000108,-0.1852000000000012,-0.0063999999999973176,-0.02280000000000004,22.577,0.2818689721901433,0.2727272727272727,0
2023,Spanish Grand Prix,ALO,OCO,13,6,1.575,15.0,15.0,0.0,SOFT,80.8095,80.9555,-0.1460000000000008,-0.1375000000000006,0.1353000000000022,0.09259999999999916,22.577,0.27938546829271316,0.18181818181818182,0
2023,Spanish Grand Prix,PER,OCO,35,15,0.663,7.0,21.0,-14.0,HARD,77.10849999999999,78.708,-1.5995000000000061,-0.3283000000000023,0.20939999999999845,-0.07250000000000004,22.577,0.29279521712911033,0.5151515151515151,1
2023,Spanish Grand Prix,PER,ZHO,9,18,0.997,8.0,8.0,0.0,MEDIUM,80.76400000000001,81.1575,-0.39349999999998886,-0.08770000000000552,0.14129999999999512,0.16299999999999987,22.577,0.2795428656332029,0.12121212121212122,1
2023,Spanish Grand Prix,PIA,ZHO,36,3,1.55,18.0,26.0,-8.0,HARD,78.5445,78.54650000000001,-0.0020000000000095497,-0.08929999999999488,-0.14670000000000502,0.03320000000000007,22.577,0.287442150627988,0.5303030303030303,0
2023,Spanish Grand Prix,SAI,GAS,19,22,1.557,3.0,21.0,-18.0,MEDIUM,79.0335,80.512,-1.4784999999999968,0.08168957345971627,-0.06519999999999891,-1.2030000000000078,22.577,0.28566367426471057,0.2727272727272727,1
2023,Spanish Grand Prix,LEC,GAS,39,2,2.897,22.0,19.0,3.0,SOFT,78.284,78.4385,-0.15449999999999875,-0.014700000000004826,-0.12270000000000776,-0.2622000000000002,22.577,0.2883986510653518,0.5757575757575758,0
2023,Spanish Grand Prix,ALB,LEC,16,21,5.601,15.0,15.0,0.0,SOFT,81.3215,80.862,0.45950000000000557,-0.08520000000000331,0.1007999999999954,0.44060000000000077,22.577,0.2776264579477752,0.22727272727272727,0
2023,Spanish Grand Prix,PIA,TSU,10,7,2.122,11.0,9.0,2.0,SOFT,81.38499999999999,80.9185,0.46649999999999636,-0.020799999999999676,-0.16789999999999536,0.5408999999999995,22.577,0.27740984210849673,0.13636363636363635,0
2023,Spanish Grand Prix,PER,TSU,34,16,0.815,6.0,23.0,-17.0,HARD,77.449,78.77250000000001,-1.32350000000001,-0.01349999999999133,0.3734000000000006,-0.8175999999999969,22.577,0.2915079600769539,0.5,1
