driver,stint,compound,tire_age,lap_number,lap_time_seconds,fuel_corrected_pace,baseline_pace,delta_pace,year,circuit
HAM,2.0,HARD,5.0,15.0,98.587,97.705,97.282,0.4230000000000018,2022,Bahrain Grand Prix
HAM,2.0,HARD,6.0,16.0,98.236,97.29100000000001,97.282,0.009000000000014552,2022,Bahrain Grand Prix
HAM,2.0,HARD,7.0,17.0,98.644,97.63600000000001,97.282,0.3540000000000134,2022,Bahrain Grand Prix
HAM,2.0,HARD,8.0,18.0,98.368,97.297,97.282,0.015000000000000568,2022,Bahrain Grand Prix
HAM,2.0,HARD,9.0,19.0,98.393,97.259,97.282,-0.022999999999996135,2022,Bahrain Grand Prix
HAM,2.0,HARD,10.0,20.0,98.606,97.40899999999999,97.282,0.12699999999999534,2022,Bahrain Grand Prix
HAM,2.0,HARD,11.0,21.0,98.542,97.282,97.282,0.0,2022,Bahrain Grand Prix
HAM,2.0,HARD,12.0,22.0,99.407,98.084,97.282,0.8020000000000067,2022,Bahrain Grand Prix
HAM,2.0,HARD,13.0,23.0,99.109,97.723,97.282,0.4410000000000025,2022,Bahrain Grand Prix
HAM,2.0,HARD,14.0,24.0,99.342,97.893,97.282,0.6110000000000042,2022,Bahrain Grand Prix
HAM,2.0,HARD,15.0,25.0,99.186,97.674,97.282,0.3920000000000101,2022,Bahrain Grand Prix
HAM,2.0,HARD,16.0,26.0,99.255,97.67999999999999,97.282,0.39799999999999613,2022,Bahrain Grand Prix
HAM,3.0,MEDIUM,2.0,29.0,97.871,96.107,95.06899999999999,1.038000000000011,2022,Bahrain Grand Prix
HAM,3.0,MEDIUM,3.0,30.0,97.506,95.679,95.06899999999999,0.6100000000000136,2022,Bahrain Grand Prix
HAM,3.0,MEDIUM,4.0,31.0,96.66,94.77,95.06899999999999,-0.2989999999999924,2022,Bahrain Grand Prix
HAM,3.0,MEDIUM,5.0,32.0,98.29,96.337,95.06899999999999,1.268000000000015,2022,Bahrain Grand Prix
HAM,3.0,MEDIUM,6.0,33.0,97.085,95.06899999999999,95.06899999999999,0.0,2022,Bahrain Grand Prix
HAM,3.0,MEDIUM,7.0,34.0,97.593,95.51400000000001,95.06899999999999,0.4450000000000216,2022,Bahrain Grand Prix
HAM,3.0,MEDIUM,8.0,35.0,97.47,95.328,95.06899999999999,0.25900000000001455,2022,Bahrain Grand Prix
HAM,3.0,MEDIUM,9.0,36.0,97.66,95.455,95.06899999999999,0.3860000000000099,2022,Bahrain Grand Prix
HAM,3.0,MEDIUM,10.0,37.0,97.771,95.503,95.06899999999999,0.4340000000000117,2022,Bahrain Grand Prix
HAM,3.0,MEDIUM,11.0,38.0,97.942,95.61099999999999,95.06899999999999,0.5420000000000016,2022,Bahrain Grand Prix
HAM,3.0,MEDIUM,12.0,39.0,97.668,95.274,95.06899999999999,0.2050000000000125,2022,Bahrain Grand Prix
HAM,3.0,MEDIUM,13.0,40.0,97.898,95.441,95.06899999999999,0.3720000000000141,2022,Bahrain Grand Prix
HAM,3.0,MEDIUM,14.0,41.0,97.912,95.39200000000001,95.06899999999999,0.3230000000000217,2022,Bahrain Grand Prix
HAM,3.0,MEDIUM,15.0,42.0,98.422,95.839,95.06899999999999,0.7700000000000102,2022,Bahrain Grand Prix
HAM,3.0,MEDIUM,16.0,43.0,98.205,95.559,95.06899999999999,0.4900000000000091,2022,Bahrain Grand Prix
HAM,4.0,SOFT,10.0,51.0,96.487,93.33699999999999,93.015,0.3219999999999885,2022,Bahrain Grand Prix
HAM,4.0,SOFT,11.0,52.0,96.36,93.147,93.015,0.132000000000005,2022,Bahrain Grand Prix
HAM,4.0,SOFT,12.0,53.0,96.228,92.952,93.015,-0.06300000000000239,2022,Bahrain Grand Prix
HAM,4.0,SOFT,13.0,54.0,96.354,93.015,93.015,0.0,2022,Bahrain Grand Prix
HAM,4.0,SOFT,14.0,55.0,96.566,93.164,93.015,0.1490000000000009,2022,Bahrain Grand Prix
HAM,4.0,SOFT,15.0,56.0,96.481,93.01599999999999,93.015,0.000999999999990564,2022,Bahrain Grand Prix
HAM,4.0,SOFT,16.0,57.0,96.918,93.39,93.015,0.375,2022,Bahrain Grand Prix
HUL,1.0,SOFT,1.0,1.0,109.698,109.698,101.0,8.697999999999993,2022,Bahrain Grand Prix
