year,circuit,driver,car_ahead,pit_lap,gap_ahead,tire_age,car_ahead_tire_age,tire_age_advantage,compound,own_pace,threat_pace,pace_delta,deg_delta,ca_deg_delta,closing_rate,pit_loss,pit_loss_fraction,race_progress,undercut_success
2022,Bahrain Grand Prix,BOT,TSU,14,3.135,16.0,13.0,-3.0,SOFT,100.4125,100.59800000000001,-0.18550000000001887,0.10649999999999736,0.015799999999995686,-0.22030000000000044,25.145,0.25041702975227187,0.22807017543859648,0
2022,Emilia Romagna Grand Prix,PER,VER,18,6.443,17.0,17.0,0.0,INTERMEDIATE,91.32750000000001,91.099,0.22850000000001103,0.15600000000000666,0.10610000000000762,0.32169999999999865,31.033,0.3397990747584243,0.2698412698412698,0
2022,Emilia Romagna Grand Prix,PER,VER,50,13.536,31.0,30.0,-1.0,MEDIUM,78.17150000000001,77.668,0.5035000000000025,0.07309999999999425,0.018799999999996448,0.5228999999999984,31.033,0.3969861138650275,0.7777777777777778,0
2022,Emilia Romagna Grand Prix,NOR,LEC,19,10.582,18.0,18.0,0.0,INTERMEDIATE,91.254,91.0915,0.16250000000000853,-0.4384000000000016,-0.0993000000000009,0.3721000000000004,31.033,0.3400727639336358,0.2857142857142857,0
2022,Emilia Romagna Grand Prix,RUS,NOR,18,5.845,17.0,17.0,0.0,INTERMEDIATE,92.559,91.7805,0.778499999999994,0.1830000000000082,-0.2650999999999909,0.4424999999999987,31.033,0.33527803887250296,0.2698412698412698,0
2022,Emilia Romagna Grand Prix,LEC,VER,19,7.621,18.0,18.0,0.0,INTERMEDIATE,91.0915,91.099,-0.00750000000000739,-0.0993000000000009,-0.1488000000000021,1.7163000000000037,31.033,0.34067942673026574,0.2857142857142857,0
2022,Emilia Romagna Grand Prix,LEC,PER,49,3.048,29.0,30.0,1.0,MEDIUM,77.9685,78.1275,-0.15899999999999181,-0.09629999999999439,0.04620000000000287,-0.09550000000000013,31.033,0.3980197130892604,0.7619047619047619,0
2022,Emilia Romagna Grand Prix,VET,MAG,17,1.455,16.0,16.0,0.0,INTERMEDIATE,94.69149999999999,94.4935,0.1979999999999933,0.6267999999999995,-0.1368999999999982,-0.26950000000000013,31.033,0.3277274095351748,0.25396825396825395,1
2022,Emilia Romagna Grand Prix,GAS,OCO,17,4.953,16.0,16.0,0.0,INTERMEDIATE,94.129,93.6925,0.43650000000000944,0.1224999999999997,0.3170000000000059,0.2565000000000002,31.033,0.3296858566435424,0.25396825396825395,0
2022,Emilia Romagna Grand Prix,RIC,MSC,16,2.527,15.0,15.0,0.0,INTERMEDIATE,94.76249999999999,94.1105,0.6519999999999868,0.28689999999999716,0.171299999999996,0.10610000000000017,31.033,0.32748186255111467,0.23809523809523808,1
2022,Miami Grand Prix,GAS,HAM,16,4.13,15.0,15.0,0.0,MEDIUM,94.6965,94.215,0.48149999999999693,-0.13650000000000714,-0.14870000000000363,0.525800000000001,19.5,0.20592102136826598,0.2631578947368421,0
2022,Miami Grand Prix,ALO,GAS,15,0.837,14.0,14.0,0.0,MEDIUM,94.789,94.7685,0.02049999999999841,-0.16220000000000095,-0.09710000000000156,0.037899999999999996,19.5,0.20572007300425155,0.24561403508771928,0
2022,Miami Grand Prix,LEC,VER,24,4.665,23.0,23.0,0.0,MEDIUM,92.256,91.88900000000001,0.3669999999999902,-0.18568571428571073,-0.17725714285714195,0.4691000000000006,19.5,0.21136836628511968,0.40350877192982454,0
2022,Miami Grand Prix,MAG,MSC,12,0.825,11.0,11.0,0.0,MEDIUM,95.37299999999999,95.945,-0.5720000000000027,-0.19599999999999657,0.1766000000000088,-0.536400000000001,19.5,0.20446038186908247,0.19298245614035087,1
2022,Miami Grand Prix,TSU,MAG,11,2.466,10.0,10.0,0.0,MEDIUM,96.4825,95.4445,1.0379999999999967,-0.35340000000001004,-0.7497000000000075,0.6704999999999993,19.5,0.20210919078589382,0.17543859649122806,0
2022,Miami Grand Prix,ALB,RIC,16,1.036,15.0,15.0,0.0,MEDIUM,95.0635,95.36000000000001,-0.29650000000000887,-0.19940000000000357,-0.06960000000000637,0.09269999999999969,19.5,0.20512604732626086,0.2631578947368421,1
2022,Miami Grand Prix,NOR,HAM,18,10.636,17.0,17.0,0.0,MEDIUM,94.68950000000001,94.185,0.5045000000000073,-0.10819999999999436,0.07520000000000661,2.342599999999993,19.5,0.2059362442509465,0.2982456140350877,0
2022,Miami Grand Prix,HAM,BOT,22,5.96,21.0,21.0,0.0,MEDIUM,93.727,93.282,0.4450000000000074,-0.04491428571428866,-0.10634285714286046,0.8789999999999963,19.5,0.2080510418556019,0.3684210526315789,0
2022,Miami Grand Prix,MSC,NOR,14,2.837,13.0,13.0,0.0,MEDIUM,95.2875,95.5025,-0.2150000000000034,-0.19730000000000147,-0.22690000000000157,0.30780000000000113,19.5,0.20464384100747737,0.22807017543859648,1
2022,Miami Grand Prix,BOT,PER,26,9.932,25.0,25.0,0.0,MEDIUM,92.9945,92.844,0.15050000000000807,-0.10159999999999543,-0.14880000000000465,0.7970000000000018,19.5,0.20968982036572054,0.43859649122807015,0
2022,Spanish Grand Prix,VER,RUS,13,1.086,15.0,15.0,0.0,SOFT,88.562,88.85300000000001,-0.291000000000011,0.18454285714286867,0.0008285714285799145,-0.32270000000000004,22.39,0.25281723538312145,0.18181818181818182,1
2022,Spanish Grand Prix,VER,RUS,28,0.616,14.0,14.0,0.0,MEDIUM,87.178,87.195,-0.016999999999995907,-0.16119999999999915,-0.16149999999999953,0.010699999999999951,22.39,0.25683085182041343,0.4090909090909091,1
2022,Spanish Grand Prix,PER,LEC,17,15.411,19.0,16.0,-3.0,SOFT,88.37899999999999,87.593,0.7859999999999872,-0.13690000000000552,-0.09490000000000287,0.8334000000000004,22.39,0.2533407257380147,0.24242424242424243,0
2022,Spanish Grand Prix,RUS,LEC,13,9.837,15.0,12.0,-3.0,SOFT,88.85300000000001,88.15400000000001,0.6989999999999981,0.0008285714285799145,0.1915142857142924,1.4072999999999982,22.39,0.2519892406559148,0.18181818181818182,0
2022,Spanish Grand Prix,RUS,PER,36,4.62,22.0,18.0,-4.0,MEDIUM,87.206,86.2345,0.971500000000006,-0.30330000000000074,-0.012300000000001558,0.9998000000000007,22.39,0.2567483888723253,0.5303030303030303,0
2022,Spanish Grand Prix,RUS,PER,51,9.895,14.0,13.0,-1.0,MEDIUM,84.6685,84.29400000000001,0.3744999999999834,-0.20490000000000125,0.19079999999998928,1.3712999999999984,22.39,0.2644430927676763,0.7575757575757576,0
2022,Spanish Grand Prix,SAI,TSU,10,0.895,12.0,9.0,-3.0,SOFT,88.9735,89.7495,-0.7759999999999962,0.5296428571428554,0.009500000000006241,-0.16379999999999978,22.39,0.2516479625956043,0.13636363636363635,1
2022,Spanish Grand Prix,SAI,VER,31,4.856,20.0,5.0,-15.0,MEDIUM,86.9765,85.4,1.5764999999999958,0.04910000000000441,0.34891780821917473,-1.123599999999994,22.39,0.2574258564094899,0.45454545454545453,0
2022,Spanish Grand Prix,BOT,PER,14,5.797,16.0,16.0,0.0,SOFT,88.619,88.92850000000001,-0.3095000000000141,-0.1451999999999992,-0.24300000000000282,-0.3719000000000018,22.39,0.25265462259786275,0.19696969696969696,0
2022,Spanish Grand Prix,BOT,VER,34,3.961,19.0,8.0,-11.0,MEDIUM,87.0855,84.402,2.683499999999995,0.07349999999999614,0.15450000000000041,-4.179299999999983,22.39,0.25710365100963994,0.5,0
2022,Spanish Grand Prix,OCO,BOT,13,4.098,12.0,15.0,3.0,SOFT,89.036,88.721,0.3149999999999977,0.03791428571429579,-0.00694285714285121,0.2635999999999994,22.39,0.2514713149737185,0.18181818181818182,0
2022,Spanish Grand Prix,OCO,VER,35,25.249,21.0,9.0,-12.0,MEDIUM,87.7785,84.6105,3.167999999999992,-0.253699999999994,0.07390000000000788,3.3505000000000003,22.39,0.2550738506581908,0.5151515151515151,0
2022,Spanish Grand Prix,NOR,OCO,12,5.04,11.0,11.0,0.0,SOFT,89.41799999999999,89.036,0.3819999999999908,-0.008857142857138994,0.07021428571429499,1.275300000000003,22.39,0.2503970117873359,0.16666666666666666,0
2022,Spanish Grand Prix,NOR,OCO,33,5.468,20.0,19.0,-1.0,MEDIUM,87.4815,87.96600000000001,-0.48450000000001125,-0.16230000000000386,0.048799999999995916,-0.735300000000004,22.39,0.2559398272777673,0.48484848484848486,0
2022,Spanish Grand Prix,ALO,GAS,10,0.232,9.0,9.0,0.0,SOFT,90.143,89.981,0.16200000000000614,0.378428571428574,0.222428571428572,-0.09549999999999992,22.39,0.24838312459092776,0.13636363636363635,1
2022,Spanish Grand Prix,ALO,TSU,31,3.507,20.0,19.0,-1.0,MEDIUM,88.173,87.9735,0.19950000000000045,-0.10090000000000392,-0.1083999999999951,0.11669999999999989,22.39,0.25393260975582094,0.45454545454545453,1
2022,Spanish Grand Prix,TSU,RIC,11,0.905,10.0,13.0,3.0,SOFT,90.0505,90.33500000000001,-0.2845000000000084,0.15050000000000216,0.32150000000001167,0.010500000000000037,22.39,0.24863826408515222,0.15151515151515152,1
2022,Spanish Grand Prix,TSU,NOR,32,5.069,20.0,19.0,-1.0,MEDIUM,87.96050000000001,87.69,0.2705000000000126,-0.10190000000000266,-0.08690000000000311,0.1987999999999994,22.39,0.2545460746585115,0.4696969696969697,0
2022,Spanish Grand Prix,TSU,ALO,52,4.901,22.0,20.0,-2.0,SOFT,85.4725,84.99199999999999,0.48050000000000637,0.16349999999999404,0.01849999999999766,0.3244000000000011,22.39,0.26195559975430693,0.7727272727272727,0
2022,Spanish Grand Prix,VET,SAI,21,4.815,23.0,10.0,-13.0,SOFT,89.85749999999999,87.4365,2.4209999999999923,-0.13940000000000544,-0.07500000000001322,0.48079999999999695,22.39,0.24917230058704062,0.30303030303030304,0
2022,Spanish Grand Prix,VET,NOR,42,4.379,23.0,11.0,-12.0,SOFT,86.9015,84.938,1.9634999999999962,0.14710000000000692,-0.16389999999999846,-0.31969999999999754,22.39,0.2576480267889507,0.6212121212121212,0
2022,Spanish Grand Prix,RIC,NOR,11,1.473,13.0,10.0,-3.0,SOFT,90.33500000000001,89.354,0.9810000000000088,0.32150000000001167,-0.047749999999998745,0.10569999999999997,22.39,0.24785520562351246,0.15151515151515152,0
2022,Spanish Grand Prix,RIC,ALO,31,7.522,22.0,20.0,-2.0,SOFT,88.72749999999999,88.173,0.5544999999999902,-0.0030000000000048404,-0.10090000000000392,1.512999999999991,22.39,0.25234566509819395,0.45454545454545453,0
2022,Spanish Grand Prix,GAS,SAI,10,1.431,9.0,12.0,3.0,SOFT,89.981,88.9735,1.0074999999999932,0.222428571428572,0.5296428571428554,0.17339999999999992,22.39,0.24883030862070885,0.13636363636363635,0
2022,Spanish Grand Prix,GAS,RIC,29,6.677,18.0,20.0,2.0,MEDIUM,88.99249999999999,88.75450000000001,0.23799999999998533,0.025599999999999644,0.04889999999999931,1.3797000000000013,22.39,0.25159423546928117,0.42424242424242425,0
2022,Spanish Grand Prix,GAS,RIC,46,6.334,19.0,14.0,-5.0,SOFT,86.30799999999999,86.374,-0.0660000000000025,-0.0915000000000104,-0.023200000000000175,-0.19150000000000003,22.39,0.2594197525142513,0.6818181818181818,0
2022,Spanish Grand Prix,MSC,NOR,12,1.721,13.0,11.0,-2.0,SOFT,90.25800000000001,89.41799999999999,0.8400000000000176,0.2269285714285795,-0.008857142857138994,-0.10940000000000091,22.39,0.2480666533714463,0.16666666666666666,0
2022,Spanish Grand Prix,MSC,ALO,30,4.436,20.0,19.0,-1.0,SOFT,88.81649999999999,88.195,0.6214999999999975,0.09080000000000568,-0.08869999999999888,0.5358999999999995,22.39,0.2520927980724303,0.4393939393939394,0
2022,Spanish Grand Prix,STR,VET,14,3.81,16.0,16.0,0.0,SOFT,90.132,89.89000000000001,0.24199999999999022,-0.3405999999999996,-0.35109999999999875,0.15080000000000032,22.39,0.24841343806861046,0.19696969696969696,1
2022,Spanish Grand Prix,STR,GAS,27,0.571,15.0,16.0,1.0,SOFT,88.494,89.02850000000001,-0.5345000000000084,0.09969999999999449,-0.2606000000000012,-0.6231,22.39,0.25301150360476415,0.3939393939393939,0
2022,Spanish Grand Prix,LAT,STR,12,4.108,11.0,14.0,3.0,SOFT,91.106,90.487,0.6189999999999998,,,0.9037000000000017,22.39,0.24575768884595967,0.16666666666666666,0
2022,Spanish Grand Prix,LAT,VET,26,11.529,13.0,7.0,-6.0,MEDIUM,89.721,87.365,2.3560000000000088,0.19899999999999324,-0.16999999999999604,-0.25170000000000026,22.39,0.2495513870777187,0.3787878787878788,0
2022,Spanish Grand Prix,MAG,HAM,29,23.077,27.0,6.0,-21.0,MEDIUM,89.8885,85.5935,4.2949999999999875,-0.08180000000000012,-0.27809999999998947,4.568300000000001,22.39,0.24908636811160495,0.42424242424242425,0
2022,Spanish Grand Prix,ALB,STR,11,2.437,10.0,13.0,3.0,SOFT,91.10000000000001,90.753,0.3470000000000084,,,0.2767999999999997,22.39,0.24577387486278812,0.15151515151515152,0
2022,Spanish Grand Prix,ALB,LAT,25,2.94,13.0,12.0,-1.0,MEDIUM,90.4605,89.41300000000001,1.0474999999999852,-0.18830000000000607,-0.21069999999999312,-2.6683000000000034,22.39,0.24751134473057304,0.36363636363636365,0
2022,Spanish Grand Prix,ZHO,VET,10,1.968,9.0,12.0,3.0,SOFT,90.396,90.207,0.18900000000000716,,0.14085714285714518,0.46649999999999964,22.39,0.24768795079428294,0.13636363636363635,1
2022,Monaco Grand Prix,VER,SAI,18,4.825,17.0,17.0,0.0,WET,91.494,91.54150000000001,-0.04750000000001364,-0.8301999999999949,-0.3957999999999896,1.2757999999999965,27.421,0.299702712746191,0.265625,0
2022,Monaco Grand Prix,PER,SAI,16,2.647,15.0,15.0,0.0,WET,92.887,92.5495,0.3375000000000057,-0.9834999999999914,-0.9624000000000003,0.3116000000000005,27.421,0.2952081561467159,0.234375,1
2022,Monaco Grand Prix,NOR,VER,17,11.244,16.0,16.0,0.0,WET,93.45249999999999,92.51599999999999,0.9364999999999952,-0.469700000000001,-0.8787000000000034,0.6985999999999999,27.421,0.2934217918193735,0.25,0
2022,Monaco Grand Prix,HAM,ALO,15,4.196,14.0,14.0,0.0,WET,95.869,94.402,1.4669999999999987,-0.9305000000000162,-0.936500000000007,0.4283999999999987,27.421,0.2860257226006321,0.21875,0
2022,Monaco Grand Prix,MSC,RIC,4,0.361,3.0,3.0,0.0,WET,109.282,108.928,0.3539999999999992,,,,27.421,0.2509196390988452,0.046875,0
2022,Monaco Grand Prix,MSC,ALB,17,0.303,12.0,16.0,4.0,INTERMEDIATE,95.439,95.5355,-0.09650000000000603,-0.7072999999999913,-0.7777999999999968,-0.0843000000000001,27.421,0.28731441025157434,0.25,0
2022,Monaco Grand Prix,VET,HAM,6,2.286,5.0,5.0,0.0,WET,104.01700000000001,103.12,0.8970000000000056,-2.944499999999985,-2.680499999999995,0.7219999999999999,27.421,0.26362036974725284,0.078125,0
2022,Azerbaijan Grand Prix,LAT,MSC,17,17.487,16.0,9.0,-7.0,MEDIUM,111.5515,109.724,1.8275000000000006,0.43620000000000864,0.23871428571429024,1.7044999999999995,22.031,0.19749622371729647,0.3137254901960784,0
2022,Canadian Grand Prix,ALO,HAM,28,5.654,27.0,18.0,-9.0,MEDIUM,78.20349999999999,76.43799999999999,1.765500000000003,-0.05530000000000436,-0.23919999999999764,1.6896999999999904,24.045,0.30746705710102495,0.38571428571428573,0
2022,Canadian Grand Prix,LAT,NOR,37,20.107,27.0,17.0,-10.0,HARD,78.91550000000001,77.04,1.8755000000000024,-0.05299999999999685,0.22500000000000772,2.1267999999999843,24.045,0.3046929944054083,0.5142857142857142,0
2022,British Grand Prix,VER,ALO,23,11.784,10.0,21.0,11.0,MEDIUM,93.68799999999999,92.853,0.8349999999999937,-0.09570000000000305,-0.0676999999999987,0.8500000000000008,29.81,0.31818375885919226,0.4230769230769231,0
2022,British Grand Prix,GAS,MSC,16,3.746,14.0,14.0,0.0,SOFT,94.78800000000001,94.5705,0.21750000000001535,-0.11619999999999785,-0.11030000000000302,0.21520000000000036,29.81,0.31449128581677,0.28846153846153844,0
2022,British Grand Prix,PER,LEC,5,1.55,3.0,3.0,0.0,MEDIUM,122.2425,121.76400000000001,0.4784999999999968,,,0.12799999999999992,29.81,0.24385954148516267,0.07692307692307693,0
2022,British Grand Prix,ALO,NOR,33,2.014,31.0,32.0,1.0,MEDIUM,91.9785,92.046,-0.06750000000000966,-0.04310000000000572,-0.060199999999999775,-0.039500000000000285,29.81,0.3240974793022282,0.6153846153846154,0
2022,British Grand Prix,STR,GAS,15,0.743,15.0,13.0,-2.0,MEDIUM,94.708,94.787,-0.07900000000000773,-0.15559999999999552,-0.27714285714285697,-0.3330999999999997,29.81,0.3147569371119652,0.2692307692307692,0
2022,British Grand Prix,OCO,VER,22,3.576,20.0,9.0,-11.0,SOFT,93.8135,93.7825,0.03100000000000591,-0.035899999999997025,-0.07949999999999402,0.015599999999999965,29.81,0.31775810517676023,0.40384615384615385,0
2022,British Grand Prix,MSC,RIC,19,0.47,17.0,18.0,1.0,MEDIUM,94.39750000000001,94.455,-0.05749999999999034,-0.010199999999990442,-0.010199999999996072,-0.03970000000000054,29.81,0.31579226144760186,0.34615384615384615,1
2022,British Grand Prix,VET,RIC,6,0.514,4.0,5.0,1.0,SOFT,97.405,97.68900000000001,-0.284000000000006,-12.523999999999987,-16.55349999999998,-2.0145,29.81,0.30604178430265383,0.09615384615384616,1
2022,British Grand Prix,LAT,OCO,19,1.986,17.0,17.0,0.0,SOFT,94.3605,94.0205,0.3400000000000034,-0.015099999999991398,-0.1545999999999951,0.4027000000000008,29.81,0.31591608776977653,0.34615384615384615,1
2022,Austrian Grand Prix,VER,LEC,36,2.693,22.0,9.0,-13.0,HARD,69.1155,67.8075,1.3079999999999927,0.0038999999999979875,-0.0808999999999901,1.14499999999999,21.973,0.3179171097655374,0.49295774647887325,1
2022,Austrian Grand Prix,GAS,STR,12,0.978,11.0,13.0,2.0,MEDIUM,71.401,71.271,0.12999999999999545,-0.008599999999992206,0.07660000000000058,0.052399999999999995,21.973,0.30774078794414644,0.15492957746478872,1
2022,Austrian Grand Prix,GAS,ALB,40,2.279,27.0,28.0,1.0,HARD,69.981,69.831,0.14999999999999147,0.12150000000000358,0.075400000000001,0.14010000000000036,21.973,0.3139852245609523,0.5492957746478874,0
2022,Austrian Grand Prix,ALO,MSC,27,0.647,26.0,10.0,-16.0,HARD,71.279,70.3105,0.9684999999999917,-0.1950000000000077,-0.06570000000000621,-0.04450000000000047,21.973,0.308267512170485,0.36619718309859156,1
2022,Austrian Grand Prix,STR,LEC,29,22.273,30.0,2.0,-28.0,MEDIUM,70.614,68.8045,1.8094999999999999,-0.04419999999999813,0.09473372781065087,1.919500000000002,21.973,0.3111705894015351,0.39436619718309857,0
2022,Austrian Grand Prix,MAG,OCO,15,1.766,14.0,14.0,0.0,MEDIUM,71.17,70.917,0.2530000000000001,0.1260999999999919,-0.006800000000002527,0.30969999999999936,21.973,0.3087396374877055,0.19718309859154928,0
2022,Austrian Grand Prix,MAG,MSC,41,2.844,25.0,24.0,-1.0,HARD,69.4215,69.138,0.2834999999999894,-0.021000000000002735,0.12249999999999206,0.28729999999999983,21.973,0.3165157768126589,0.5633802816901409,0
2022,Austrian Grand Prix,TSU,OCO,26,2.423,25.0,9.0,-16.0,HARD,70.8905,70.10050000000001,0.789999999999992,-0.015399999999995834,0.14330000000000936,-1.2708000000000017,21.973,0.30995690536813814,0.352112676056338,0
2022,Austrian Grand Prix,ALB,GAS,11,0.969,10.0,10.0,0.0,MEDIUM,71.4085,71.401,0.00750000000000739,-0.08940000000000292,-0.08810000000000356,0.08949999999999991,21.973,0.3077084660789682,0.14084507042253522,1
2022,Austrian Grand Prix,ALB,RIC,41,4.801,29.0,28.0,-1.0,HARD,69.865,69.434,0.4309999999999974,0.10899999999999807,0.08142857142857034,0.4122999999999996,21.973,0.3145065483432334,0.5633802816901409,0
2022,Austrian Grand Prix,ZHO,OCO,24,0.798,23.0,7.0,-16.0,HARD,71.108,69.9025,1.2055000000000007,0.18079999999999857,0.03430000000000515,0.025700000000000053,21.973,0.30900883163638404,0.323943661971831,0
2022,Austrian Grand Prix,RIC,NOR,12,1.71,11.0,11.0,0.0,MEDIUM,71.32300000000001,70.9925,0.3305000000000007,0.07580000000001041,-0.07369999999998977,0.26430000000000037,21.973,0.30807733830601625,0.15492957746478872,0
2022,Austrian Grand Prix,OCO,SAI,16,13.09,15.0,15.0,0.0,MEDIUM,70.919,70.20349999999999,0.7155000000000058,0.03609999999999932,-0.08730000000000397,0.5940000000000023,21.973,0.30983234394167997,0.2112676056338028,0
2022,Austrian Grand Prix,OCO,HAM,44,15.782,27.0,15.0,-12.0,HARD,68.953,68.148,0.8050000000000068,-0.029000000000012547,0.10202857142857942,1.0732000000000004,21.973,0.31866633794033616,0.6056338028169014,0
2022,Austrian Grand Prix,NOR,HAM,14,1.869,13.0,13.0,0.0,MEDIUM,70.999,71.113,-0.11400000000000432,0.10979999999999322,0.09839999999999703,-0.10840000000000036,21.973,0.3094832321581994,0.18309859154929578,0
